null	No.	OK	change	protein name	old
	8170			prenyltransferase	prenyltransferase
	8171			prephenate dehydratase	prephenate dehydratase
	8172			prephenate dehydrogenase	prephenate dehydrogenase
	8173			prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase	prephenate dehydrogenase/3-phosphoshikimate 1-carboxyvinyltransferase
	8174		@	prepilin peptidase GspO	leader peptidase GspO
	8175		@	prepilin peptidase PppA	leader peptidase PppA
	8176		@	prepilin peptidase/N-methyltransferase	leader peptidase/N-methyltransferase
	8177			prepilin peptidase-dependent protein A	prepilin peptidase-dependent protein A
	8178			prepilin peptidase-dependent protein B	prepilin peptidase-dependent protein B
	8179			prepilin peptidase-dependent protein C	prepilin peptidase-dependent protein C
	8180			preprotein translocase subunit	preprotein translocase subunit
	8181		@	preprotein translocase subunit SecA	preprotein translocase SecA subunit
	8182			preprotein translocase subunit SecA	preprotein translocase subunit SecA
	8183		@	preprotein translocase subunit SecA	protein translocase SecA subunit
	8184		@	preprotein translocase subunit SecA	protein translocase subunit SecA
	8185		@	preprotein translocase subunit SecD	preprotein translocase SecD subunit
	8186			preprotein translocase subunit SecD	preprotein translocase subunit SecD
	8187		@	preprotein translocase subunit SecD	protein-export membrane protein SecD
	8188		@	preprotein translocase subunit SecD/F	protein-export membrane protein SecD/SecF
	8189		@	preprotein translocase subunit SecE	preprotein translocase SecE subunit
	8190			preprotein translocase subunit SecE	preprotein translocase subunit SecE
	8191		@	preprotein translocase subunit SecE	protein translocase subunit SecE/Sec61
	8192		@	preprotein translocase subunit SecF	preprotein translocase SecF subunit
	8193			preprotein translocase subunit SecF	preprotein translocase subunit SecF
	8194		@	preprotein translocase subunit SecF	protein-export membrane protein SecF
	8195		@	preprotein translocase subunit SecG	preprotein translocase SecG subunit
	8196			preprotein translocase subunit SecG	preprotein translocase subunit SecG
	8197		@	preprotein translocase subunit SecG	protein translocase subunit SecG
	8198		@	preprotein translocase subunit SecG	protein-export membrane protein SecG
	8199		@	preprotein translocase subunit SecY	preprotein translocase SecY subunit
	8200			preprotein translocase subunit SecY	preprotein translocase subunit SecY
	8201			preprotein translocase subunit YajC	preprotein translocase subunit YajC
	8202		@	preprotein translocase subunit YajC	preprotein translocase YajC subunit
	8203		@	preprotein translocase subunit YajC	protein-export membrane protein YajC
	8204		@	pre-rRNA processing factor Dim2	preribosomal RNA processing factor Dim2
	8205			pre-rRNA processing factor Dim2	pre-rRNA processing factor Dim2
	8206			prevent-host-death family protein	prevent-host-death family protein
	8207			primary amine oxidase	primary amine oxidase
	8208			primosomal protein DnaI	primosomal protein DnaI
	8209			primosomal protein I	primosomal protein I
	8210			primosomal protein N	primosomal protein N
	8211			primosomal protein N'	primosomal protein N'
	8212			primosomal protein N''	primosomal protein N''
	8213			prokaryotic ubiquitin-like protein Pup	prokaryotic ubiquitin-like protein Pup
	8214			proline dehydrogenase	proline dehydrogenase
	8215			proline dehydrogenase transcriptional activator	proline dehydrogenase transcriptional activator
	8216		@	proline iminopeptidase	proline aminopeptidase
	8217			proline iminopeptidase	proline iminopeptidase
	8218		@	proline permease	proline-specific permease
	8219			proline permease ProY	proline permease ProY
	8220			proline racemase	proline racemase
	8221			proline transporter	proline transporter
	8222			proline/betaine transporter	proline/betaine transporter
	8223			proline-specific porin OpdB	proline-specific porin OpdB
	8224		@	prolipoprotein diacylglyceryl transferase	prolipoprotein diacylglycerol transferase
	8225			prolipoprotein diacylglyceryl transferase	prolipoprotein diacylglyceryl transferase
	8226			prolipoprotein diacylglyceryl transferase family protein	prolipoprotein diacylglyceryl transferase family protein
	8227			prolyl aminopeptidase	prolyl aminopeptidase
	8228		@	prolyl oligopeptidase	prolyl endopeptidase
	8229			prolyl oligopeptidase	prolyl oligopeptidase
	8230		@	prolyl-tRNA synthetase	proline--tRNA ligase
	8231			prolyl-tRNA synthetase	prolyl-tRNA synthetase
	8232		@	prolyl-tRNA synthetase	prolyl-tRNA synthetase (proline--tRNA ligase) (ProRS)
	8233		@	prolyl-tRNA synthetase	ProRS
	8234		@	proofreading thioesterase EntH	enterobactin biosynthesis thioesterase
	8235			propane monooxygenase coupling protein	propane monooxygenase coupling protein
	8236			propane monooxygenase hydroxylase large subunit	propane monooxygenase hydroxylase large subunit
	8237			propane monooxygenase hydroxylase small subunit	propane monooxygenase hydroxylase small subunit
	8238			propane monooxygenase reductase	propane monooxygenase reductase
	8239			prophage CP4-57 integrase	prophage CP4-57 integrase
	8240			prophage CP4-57 regulatory protein	prophage CP4-57 regulatory protein
	8241			prophage CP4-6 integrase	prophage CP4-6 integrase
	8242			prophage CPS-53 integrase	prophage CPS-53 integrase
	8243		@	prophage CPS-53 tail fiber assembly protein	tail fiber assembly protein homolog TfaS
	8244			prophage CPZ-55 integrase	prophage CPZ-55 integrase
	8245			prophage DLP12 antitermination protein Q homolog	prophage DLP12 antitermination protein Q homolog
	8246			prophage DLP12 integrase	prophage DLP12 integrase
	8247			prophage DLP12 lipoprotein BorD	prophage DLP12 lipoprotein BorD
	8248			prophage DLP12 Ren protein homolog	prophage DLP12 Ren protein homolog
	8249			prophage DLP12 Ren protein homolog (fragment)	prophage DLP12 Ren protein homolog (fragment)
	8250			prophage DLP12 Rz endopeptidase	prophage DLP12 Rz endopeptidase
	8251			prophage DLP12 tail fiber assembly protein	prophage DLP12 tail fiber assembly protein
	8252			prophage e14 cell death peptidase	prophage e14 cell death peptidase
	8253			prophage e14 DNA-invertase	prophage e14 DNA-invertase
	8254			prophage e14 excisionase-like protein	prophage e14 excisionase-like protein
	8255			prophage e14 regulatory protein CohE	prophage e14 regulatory protein CohE
	8256			prophage e14 regulatory protein CroE	prophage e14 regulatory protein CroE
	8257			prophage e14 StfE protein	prophage e14 StfE protein
	8258			prophage e14 StfE protein (fragment)	prophage e14 StfE protein (fragment)
	8259		@	prophage e14 tail fiber assembly protein	tail fiber assembly protein homolog TfaE
	8260			prophage e14 tail fiber protein	prophage e14 tail fiber protein
	8261			prophage e14 terminase larege subunit YmfN	prophage e14 terminase larege subunit YmfN
	8262			prophage integrase	prophage integrase
	8263			prophage integrase (fragment)	prophage integrase (fragment)
	8264			prophage lambda integrase	prophage lambda integrase
	8265			prophage P2 regulatory protein	prophage P2 regulatory protein
	8266			prophage P4 integrase	prophage P4 integrase
	8267			prophage Qin antitermination protein Q homolog	prophage Qin antitermination protein Q homolog
	8268			prophage Qin cell division inhibition protein DicB	prophage Qin cell division inhibition protein DicB
	8269			prophage Qin DNA-invertase	prophage Qin DNA-invertase
	8270			prophage Qin DNA-packaging protein	prophage Qin DNA-packaging protein
	8271			prophage Qin DNA-packaging protein (fragment)	prophage Qin DNA-packaging protein (fragment)
	8272			prophage Qin integrase	prophage Qin integrase
	8273			prophage Qin integrase (fragment)	prophage Qin integrase (fragment)
	8274			prophage Qin side-tail fiber protein	prophage Qin side-tail fiber protein
	8275		@	prophage Qin tail fiber assembly protein	tail fiber assembly protein homolog TfaQ
	8276			prophage Qin transcriptional regulator DicA	prophage Qin transcriptional regulator DicA
	8277			prophage Qin transcriptional repressor DicC	prophage Qin transcriptional repressor DicC
	8278			prophage QSR' DNA-packaging protein	prophage QSR' DNA-packaging protein
	8279			prophage Rac DNA-invertase	prophage Rac DNA-invertase
	8280			prophage Rac integrase	prophage Rac integrase
	8281			prophage Rac Rz endopeptidase	prophage Rac Rz endopeptidase
	8282			prophage Rac Rz endopeptidase (fragment)	prophage Rac Rz endopeptidase (fragment)
	8283			prophage Rac side-tail fiber protein	prophage Rac side-tail fiber protein
	8284			prophage Rac superinfection exclusion protein	prophage Rac superinfection exclusion protein
	8285		@	prophage Rac tail fiber assembly protein	tail fiber assembly protein homolog TfaR
	8286		@	prophage Rac transcriptional repressor	Rac prophage repressor
	8287			prophage Rec tail protein YnaA	prophage Rec tail protein YnaA
	8288			propionate CoA-transferase	propionate CoA-transferase
	8289			propionate kinase	propionate kinase
	8290			propionyl-CoA carboxylase	propionyl-CoA carboxylase
	8291			propionyl-CoA carboxylase alpha chain	propionyl-CoA carboxylase alpha chain
	8292		@	propionyl-CoA carboxylase alpha chain	propionyl-CoA carboxylase alpha subunit
	8293			propionyl-CoA carboxylase beta chain	propionyl-CoA carboxylase beta chain
	8294		@	propionyl-CoA carboxylase beta chain	propionyl-CoA carboxylase beta subunit
	8295		@	propionyl-CoA synthetase	propionate--CoA ligase
	8296			propionyl-CoA synthetase	propionyl-CoA synthetase
	8297			propionyl-CoA--succinate CoA-transferase	propionyl-CoA--succinate CoA-transferase
	8298			protamine-like protein	protamine-like protein
	8299			protease ElaD	protease ElaD
	8300			protease HtpX	protease HtpX
	8301		@	protease HtpX	zinc metalloprotease HtpX
	8302			protease HtpX homolog	protease HtpX homolog
	8303			protease I	protease I
	8304			protease II	protease II
	8305			protease III	protease III
	8306		@	protease inhibitor BBRPI	protease inhibitor BBRPI precursor
	8307			protease IV	protease IV
	8308			protease PasP	protease PasP
	8309		@	protease PfpI	intracellular protease PfpI
	8310			protease PfpI	protease PfpI
	8311			protease VII	protease VII
	8312			proteasome accessory factor	proteasome accessory factor
	8313			proteasome accessory factor A	proteasome accessory factor A
	8314			proteasome accessory factor B	proteasome accessory factor B
	8315			proteasome accessory factor C	proteasome accessory factor C
	8316		@	proteasome accessory factor PafA homolog	PafA-homolog
	8317		@	proteasome accessory factor PafBC homolog	PafBC-homolog
	8318			proteasome alpha subunit	proteasome alpha subunit
	8319		@	proteasome alpha subunit	proteasome alpha subunit (multicatalytic endopeptidase complex alpha subunit)
	8320			proteasome beta subunit	proteasome beta subunit
	8321		@	proteasome beta subunit	proteasome beta subunit precursor
	8322		@	proteasome beta subunit	proteasome beta subunit precursor (multicatalytic endopeptidase complex beta subunit)
	8323		@	proteasome beta subunit	proteasome subunit beta
	8324			proteasome-activating nucleotidase	proteasome-activating nucleotidase
	8325		@	proteasome-activating nucleotidase	proteasome-activating nucleotidase (proteasome regulatory subunit)
	8326			proteasome-associated ATPase	proteasome-associated ATPase
	8327		@	protein kinase	modulator of CtsR repression protein
	8328		@	protein kinase	"modulator of CtsR repression protein"
	8329			protein kinase	protein kinase
	8330		@	protein kinase	transport system kinase
	8331		@	protein kinase McsA	Activator of protein kinase McsB
	8332			protein kinase McsA	protein kinase McsA
	8333		@	protein kinase McsB	ATP:guanido phosphotransferase YacI
	8334			protein kinase McsB	protein kinase McsB
	8335			protein kinase YeaG	protein kinase YeaG
	8336			protein kinase/phosphatase	protein kinase/phosphatase
	8337		@	protein lysine acetyltransferase	hypothetical protein YfiQ
	8338			protein methyltransferase	protein methyltransferase
	8339		@	protein N(5)-glutamine methyltransferase	N(5)-glutamine methyltransferase
	8340		@	protein N(5)-glutamine methyltransferase	release factor glutamine methyltransferase
	8341		@	protein N(5)-glutamine methyltransferase HemK	modification methylase HemK
	8342		@	protein N(5)-glutamine methyltransferase HemK	protein methyltransferase HemK
	8343			protein O-mannosyltransferase	protein O-mannosyltransferase
	8344		@	protein pelota homolog	pelota homolog
	8345			protein phosphatase	protein phosphatase
	8346		@	protein phosphatase	protein tyrosine/serine/threonine phosphatase
	8347			protein phosphatase CheZ	protein phosphatase CheZ
	8348			protein phosphatase PrpC	protein phosphatase PrpC
	8349		@	protein secretion chaperone CsaA	export-related chaperone CsaA
	8350			protein transport protein SEC61 subunit alpha homolog	protein transport protein SEC61 subunit alpha homolog
	8351			protein transport protein SEC61 subunit beta homolog	protein transport protein SEC61 subunit beta homolog
	8352		@	protein transport protein SEC61 subunit gamma homolog	protein transport protein SEC61 gamma subunit homolog
	8353			protein-disulfide isomerase	protein-disulfide isomerase
	8354		@	protein-disulfide isomerase DsbC	disulfide bond formation protein C
	8355		@	protein-disulfide isomerase DsbC	thiol--disulfide interchange protein DsbC
	8356		@	protein-disulfide isomerase DsbG	thiol--disulfide interchange protein DsbG
	8357		@	protein-disulfide oxidoreductase	protein disulfide oxidoreductase
	8358		@	protein-disulfide oxidoreductase	protein disulfide oxidoreductase precursor
	8359		@	protein-disulfide oxidoreductase	protein-disulfide oxidoreducatase
	8360			protein-disulfide oxidoreductase	protein-disulfide oxidoreductase
	8361		@	protein-disulfide oxidoreductase	protein-disulfide oxidoreductase (thioredoxin-like protein)
	8362		@	protein-disulfide oxidoreductase	protein-disulfide oxidoreductase precursor
	8363			protein-disulfide reductase	protein-disulfide reductase
	8364		@	protein-disulfide reductase DipZ	thiol--disulfide interchange protein DipZ
	8365		@	protein-disulfide reductase DsbD	thiol--disulfide interchange protein DsbD
	8366			protein-export protein SecB	protein-export protein SecB
	8367		@	protein-glutamate methylesterase	protein glutamate methylesterase
	8368			protein-glutamine gamma-glutamyltransferase	protein-glutamine gamma-glutamyltransferase
	8369			protein-histidine phosphatase	protein-histidine phosphatase
	8370			protein-L-isoaspartate O-methyltransferase	protein-L-isoaspartate O-methyltransferase
	8371		@	protein-L-isoaspartate O-methyltransferase	protein-L-isoaspartate O-methyltransferase (PIMT)
	8372		@	protein-serine kinase	serine protein kinase
	8373		@	protein-serine kinase	serine-protein kinase
	8374			protein-S-isoprenylcysteine methyltransferase	protein-S-isoprenylcysteine methyltransferase
	8375			protein-tyrosine kinase	protein-tyrosine kinase
	8376		@	protein-tyrosine kinase	tyrosine-protein kinase
	8377		@	protein-tyrosine kinase Etk	tyrosine-protein kinase Etk
	8378		@	protein-tyrosine kinase Wzc	tyrosine-protein kinase Wzc
	8379			protein-tyrosine phosphatase	protein-tyrosine phosphatase
	8380		@	protein-tyrosine phosphatase	protein-tyrosine-phosphatase
	8381		@	protein-tyrosine phosphatase	tyrosine phosphatase
	8382			"protocatechuate 3,4-dioxygenase alpha subunit"	"protocatechuate 3,4-dioxygenase alpha subunit"
	8383			"protocatechuate 3,4-dioxygenase beta subunit"	"protocatechuate 3,4-dioxygenase beta subunit"
	8384			"protocatechuate 4,5-dioxygenase"	"protocatechuate 4,5-dioxygenase"
	8385		@	"protocatechuate 4,5-dioxygenase alpha subunit"	"protocatechuate 4,5-dioxygenase alpha chain"
	8386		@	"protocatechuate 4,5-dioxygenase beta subunit"	"protocatechuate 4,5-dioxygenase beta chain"
	8387		@	protoglobin	protogloblin ApPgb
	8388			protoheme IX farnesyltransferase	protoheme IX farnesyltransferase
	8389		@	protoheme IX farnesyltransferase	protoheme IX farnesyltransferase (heme O synthase)
	8390			proton/amino acid symporter	proton/amino acid symporter
	8391		@	proton/glutamate symporter	glutamate-aspartate carrier protein
	8392		@	proton/glutamate symporter	proton glutamate symport protein
	8393		@	proton/glutamate symporter	proton glutamate symporter
	8394			proton/glutamate symporter	proton/glutamate symporter
	8395			proton-transporting P-type ATPase	proton-transporting P-type ATPase
	8396			protoporphyrinogen IX dehydrogenase	protoporphyrinogen IX dehydrogenase
	8397			protoporphyrinogen oxidase	protoporphyrinogen oxidase
	8398			prp operon transcriptional regulator	prp operon transcriptional regulator
	8399			PrpF family protein	PrpF family protein
	8400			pseudouridine kinase	pseudouridine kinase
	8401			pseudouridine synthase	pseudouridine synthase
	8402			pseudouridine transporter	pseudouridine transporter
	8403		@	pseudouridine-5'-phosphate glycosidase	pseudouridine 5'-phosphate glycosidase
	8404			pseudouridine-5'-phosphate glycosidase	pseudouridine-5'-phosphate glycosidase
	8405			psp operon transcriptional activator	psp operon transcriptional activator
	8406		@	PspA/IM30 family protein	PspA family protein
	8407			PspA/IM30 family protein	PspA/IM30 family protein
	8408		@	PspC family protein	PspC family transcriptional regulator
	8409			pterin-4-alpha-carbinolamine dehydratase	pterin-4-alpha-carbinolamine dehydratase
	8410			PucC family protein	PucC family protein
	8411		@	Pup deamidase/depupylase	Pup deamidase
	8412			Pup--protein ligase	Pup--protein ligase
	8413		@	pur operon transcriptional repressor PurR	pur operon repressor
	8414		@	pur operon transcriptional repressor PurR	transcriptional repressor of purine operon
	8415		@	pur regulon transcriptional repressor PurR	HTH-type transcriptional repressor PurR
	8416		@	pur regulon transcriptional repressor PurR	pur regulon transcriptional repressor
	8417			purine catabolism protein	purine catabolism protein
	8418		@	purine catabolism protein PucB homolog	PucB homolog
	8419			purine efflux pump	purine efflux pump
	8420		@	purine nucleosidase	purine-specific ribonucleoside hydrolase
	8421			purine nucleoside phosphorylase	purine nucleoside phosphorylase
	8422		@	purine nucleoside phosphorylase DeoD	purine nucleoside phosphorylase DeoD-type
	8423			purine nucleoside phosphorylase I	purine nucleoside phosphorylase I
	8424			purine nucleoside phosphorylase II	purine nucleoside phosphorylase II
	8425			purine permease	purine permease
	8426			purine permease YbbY	purine permease YbbY
	8427			purine phosphoribosyltransferase	purine phosphoribosyltransferase
	8428			purine ribonucleoside efflux pump NepI	purine ribonucleoside efflux pump NepI
	8429		@	putative acetyltransferase CgeE	protein CgeE
	8430		@	putative acetyltransferase ElaA	ElaA protein
	8431		@	putative acetyltransferase ElaA	Protein ElaA
	8432		@	putative adenyltransferase	ThiF family protein
	8433		@	putative adenyltransferase	ThiF/MoeB sulfur transfer protein
	8434		@	putative anion-transporting ATPase	anion-transporting ATPase family protein
	8435		@	putative arabinose transporter MdtD	multidrug resistance protein MdtD
	8436		@	putative autolysin regulatory protein ArpU	autolysin regulatory protein ArpU
	8437		@	putative cell division protein	septum formation initiator family protein
	8438		@	putative cell wall hydrolase	cell wall hydrolase/autolysin family protein
	8439		@	putative competence-damage inducible protein	competence-damage inducible protein
	8440		@	putative cytochrome c oxidase accessory protein	copper chaperone SCO1/SenC family protein
	8441		@	putative cytochrome c oxidase accessory protein	electron transport protein SCO1/SenC family protein
	8442		@	putative cytochrome c oxidase accessory protein	SCO1 protein homolog
	8443		@	putative cytochrome c oxidase accessory protein	SCO1/SenC family protein
	8444		@	putative fluoride ion transporter	CrcB family protein
	8445		@	putative fluoride ion transporter CrcB	CrcB homolog
	8446		@	putative fluoride ion transporter CrcB	CrcB protein homolog
	8447		@	putative fluoride ion transporter CrcB	protein CrcB homolog
	8448		@	putative glycosyltransferase	monogalactosyldiacylglycerol synthase family protein
	8449		@	putative helicase	DNA/RNA repair helicase
	8450		@	putative isomerase	KpsF/GutQ family protein
	8451		@	putative magnesium chelatase accessory protein	magnesium-chelatase 30 kDa subunit
	8452		@	putative membrane protein insertion efficiency factor	YidD protein
	8453		@	putative multidrug efflux pump outer membrane protein	TolC-like protein
	8454		@	putative NADH-quinone oxidoreductase subunit B	NuoB-like protein
	8455		@	putative NADH-quinone oxidoreductase subunit C	NuoC-like protein
	8456		@	putative NADH-quinone oxidoreductase subunit D	NuoD-like protein
	8457		@	putative NADH-quinone oxidoreductase subunit H	NuoH-like protein
	8458		@	putative NUDIX hydrolase NudL	NUDIX hydrolase NudL
	8459		@	putative NUDIX hydrolase YfcD	NUDIX hydrolase YfcD
	8460		@	putative oxidoreductase	FAD dependent oxidoreductase family protein
	8461		@	putative oxidoreductase	FAD linked oxidase-like protein
	8462		@	putative oxidoreductase	ketopantoate reductase PanE/ApbA family protein
	8463		@	putative oxidoreductase	LinC-like SDR-family protein
	8464		@	putative peptidase PmbA	PmbA protein
	8465		@	putative peptidase PmbA	Zn-dependent protease PmbA
	8466		@	putative peptidase TldD	protein TldD
	8467		@	putative peptidase TldD	TldD protein
	8468		@	putative replication protein A	possible replication protein A
	8469		@	putative transposase-associated ATP-binding protein	transposase-associated ATP-binding protein
	8470		@	putative type I fimbriae major subunit SfmA	"Sfm fimbrial protein, A chain"
	8471		@	putative type I fimbriae minor subunit SfmF	fimbrial-like protein SfmF
	8472		@	putative type I fimbrial adhesin SfmH	SfmH protein
	8473		@	putative type I fimbrial chaperone protein SfmC	chaperone protein SfmC
	8474		@	putative type I fimbrial outer membrane usher protein SfmD	outer membrane usher protein SfmD
	8475		@	putative xanthan polymerase GumE	Exopolysaccharide xanthan biosynthesis polymerase GumE
	8476		@	putative xanthan polymerase GumE	GumE protein
	8477			putrescine ABC transporter ATP-binding protein	putrescine ABC transporter ATP-binding protein
	8478			putrescine ABC transporter permease protein PotH	putrescine ABC transporter permease protein PotH
	8479			putrescine ABC transporter permease protein PotI	putrescine ABC transporter permease protein PotI
	8480			putrescine ABC transporter substrate-binding protein	putrescine ABC transporter substrate-binding protein
	8481			putrescine aminotransferase	putrescine aminotransferase
	8482			putrescine importer	putrescine importer
	8483			putrescine importer PuuP	putrescine importer PuuP
	8484			putrescine oxidase	putrescine oxidase
	8485			putrescine/ornithine antiporter	putrescine/ornithine antiporter
	8486			putrescine--pyruvate aminotransferase	putrescine--pyruvate aminotransferase
	8487			PvdO protein	PvdO protein
	8488			PvdP protein	PvdP protein
	8489			pyoverdine biosynthesis protein PvdE	pyoverdine biosynthesis protein PvdE
	8490			pyoverdine efflux pump ATP-binding protein PvdT	pyoverdine efflux pump ATP-binding protein PvdT
	8491			pyoverdine efflux pump membrane fusion protein PvdR	pyoverdine efflux pump membrane fusion protein PvdR
	8492			pyoverdine efflux pump outer membrane protein OpmQ	pyoverdine efflux pump outer membrane protein OpmQ
	8493			pyoverdine synthetase	pyoverdine synthetase
	8494			pyrazinamidase/nicotinamidase	pyrazinamidase/nicotinamidase
	8495			pyrBI operon leader peptide	pyrBI operon leader peptide
	8496			pyridine nucleotide transhydrogenase	pyridine nucleotide transhydrogenase
	8497			pyridine nucleotide transhydrogenase alpha subunit	pyridine nucleotide transhydrogenase alpha subunit
	8498			pyridine nucleotide transhydrogenase beta subunit	pyridine nucleotide transhydrogenase beta subunit
	8499			pyridoxal 4-dehydrogenase	pyridoxal 4-dehydrogenase
	8500			pyridoxal 5'-phosphate biosynthesis protein	pyridoxal 5'-phosphate biosynthesis protein
	8501		@	pyridoxal 5'-phosphate synthase subunit Pdx1	pyridoxal phosphate synthase component Pdx1
	8502		@	pyridoxal 5'-phosphate synthase subunit Pdx2	pyridoxal phosphate synthase component Pdx2
	8503		@	pyridoxal 5'-phosphate synthase subunit PdxS	pyridoxal 5'-phosphate biosynthesis protein PdxS
	8504		@	pyridoxal 5'-phosphate synthase subunit PdxS	pyridoxal biosynthesis lyase PdxS
	8505		@	pyridoxal 5'-phosphate synthase subunit PdxT	glutamine amidotransferase subunit PdxT
	8506		@	pyridoxal 5'-phosphate synthase subunit PdxT	pyridoxal 5'-phosphate biosynthesis protein PdxT
	8507		@	pyridoxal 5'-phosphate-dependent deaminase	pyridoxal phosphate-dependent deaminase
	8508		@	pyridoxal 5'-phosphate-dependent decarboxylase	pyridoxal phosphate-dependent decarboxylase
	8509		@	pyridoxal 5'-phosphate-dependent decarboxylase	pyridoxal-dependent decarboxylase
	8510			pyridoxal 5'-phosphate-dependent enzyme	pyridoxal 5'-phosphate-dependent enzyme
	8511		@	pyridoxal 5'-phosphate-dependent enzyme	pyridoxal-phosphate dependent enzyme
	8512		@	pyridoxal 5'-phosphate-dependent enzyme	pyridoxal-phosphate-dependent enzyme
	8513		@	pyridoxal 5'-phosphate-dependent enzyme family protein	pyridoxal-phosphate dependent enzyme family protein
	8514		@	pyridoxal 5'-phosphate-dependent transferase	pyridoxal phosphate-dependent transferase
	8515			pyridoxal kinase	pyridoxal kinase
	8516		@	pyridoxal kinase	pyridoxine kinase
	8517			pyridoxal kinase PdxY	pyridoxal kinase PdxY
	8518			pyridoxamine 5'-phosphate oxidase	pyridoxamine 5'-phosphate oxidase
	8519			pyridoxine 5'-phosphate synthase	pyridoxine 5'-phosphate synthase
	8520		@	pyridoxine 5'-phosphate synthase PdxJ	pyridoxal phosphate biosynthetic protein PdxJ
	8521			pyridoxine/pyridoxamine 5'-phosphate oxidase	pyridoxine/pyridoxamine 5'-phosphate oxidase
	8522		@	pyrimidine 5'-nucleotidase family protein	pyrimidine 5-nucleotidase family protein
	8523			pyrimidine 5'-nucleotidase YjjG	pyrimidine 5'-nucleotidase YjjG
	8524		@	pyrimidine dimer-DNA glycosylase	pyrimidine dimer DNA glycosylase
	8525			pyrimidine nucleoside phosphorylase	pyrimidine nucleoside phosphorylase
	8526		@	pyrimidine nucleoside phosphorylase	pyrimidine-nucleoside phosphorylase
	8527			pyrimidine nucleoside transport protein	pyrimidine nucleoside transport protein
	8528		@	pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	bifunctional protein PyrR
	8529			pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	pyrimidine operon regulatory protein/uracil phosphoribosyltransferase
	8530		@	pyrimidine operon regulatory protein/uracil phosphoribosyltransferase	transcriptional regulator PyrR
	8531		@	pyrimidine oxygenase	pyrimidine monooxygenase
	8532			pyrimidine permease RutG	pyrimidine permease RutG
	8533			pyrimidine-specific ribonucleoside hydrolase	pyrimidine-specific ribonucleoside hydrolase
	8534			pyrimidine-specific ribonucleoside hydrolase RihA	pyrimidine-specific ribonucleoside hydrolase RihA
	8535			pyrimidine-specific ribonucleoside hydrolase RihB	pyrimidine-specific ribonucleoside hydrolase RihB
	8536			pyrophosphatase	pyrophosphatase
	8537			pyrophosphatase PpaX	pyrophosphatase PpaX
	8538		@	pyrophosphate--fructose-6-phosphate 1-phosphotransferase	pyrophosphate--fructose 6-phosphate 1-phosphotransferase
	8539			pyrophosphate--fructose-6-phosphate 1-phosphotransferase	pyrophosphate--fructose-6-phosphate 1-phosphotransferase
	8540			pyrophosphohydrolase	pyrophosphohydrolase
	8541			pyrrolidone-carboxylate peptidase	pyrrolidone-carboxylate peptidase
	8542			pyrroline-5-carboxylate reductase	pyrroline-5-carboxylate reductase
	8543			pyrrolo-quinoline quinone	pyrrolo-quinoline quinone
	8544			pyruvate carboxylase	pyruvate carboxylase
	8545			pyruvate carboxylase subunit A	pyruvate carboxylase subunit A
	8546			pyruvate carboxylase subunit B	pyruvate carboxylase subunit B
	8547			pyruvate dehydrogenase	pyruvate dehydrogenase
	8548			pyruvate dehydrogenase E1 component	pyruvate dehydrogenase E1 component
	8549		@	pyruvate dehydrogenase E1 component	pyruvate dehydrogenase E1 component alpha subunit/beta subunit
	8550			pyruvate dehydrogenase E1 component alpha subunit	pyruvate dehydrogenase E1 component alpha subunit
	8551		@	pyruvate dehydrogenase E1 component alpha subunit	pyruvate dehydrogenase E1 component subunit alpha
	8552		@	pyruvate dehydrogenase E1 component alpha subunit	"pyruvate dehydrogenase E1 component, alpha subunit"
	8553			pyruvate dehydrogenase E1 component beta subunit	pyruvate dehydrogenase E1 component beta subunit
	8554		@	pyruvate dehydrogenase E1 component beta subunit	pyruvate dehydrogenase E1 component subunit beta
	8555		@	pyruvate dehydrogenase E1 component beta subunit	"pyruvate dehydrogenase E1 component, beta subunit"
	8556		@	pyruvate dehydrogenase E2 component	"pyruvate dehydrogenase complex, E2 component (dihydrolipoyllysine-residue acetyltransferase component)"
	8557			pyruvate dehydrogenase E2 component	pyruvate dehydrogenase E2 component
	8558			pyruvate dehydrogenase E3 component	pyruvate dehydrogenase E3 component
	8559		@	pyruvate dehydrogenase operon transcriptional repressor PdhR	pyruvate dehydrogenase complex repressor
	8560			pyruvate ferredoxin oxidoreductase alpha subunit	pyruvate ferredoxin oxidoreductase alpha subunit
	8561			pyruvate ferredoxin oxidoreductase beta subunit	pyruvate ferredoxin oxidoreductase beta subunit
	8562			pyruvate ferredoxin oxidoreductase delta subunit	pyruvate ferredoxin oxidoreductase delta subunit
	8563		@	pyruvate formate lyase	formate acetyltransferase
	8564		@	pyruvate formate lyase	pyruvate formate-lyase
	8565		@	pyruvate formate lyase activating enzyme	pyruvate formate-lyase activating enzyme
	8566		@	pyruvate formate lyase activating enzyme	pyruvate formate-lyase-activating enzyme
	8567		@	pyruvate formate lyase activating enzyme PflA homolog	PflA homolog
	8568		@	pyruvate formate lyase activating enzyme PflX homolog	PflX homolog
	8569			pyruvate formate lyase activating enzyme YbiY	pyruvate formate lyase activating enzyme YbiY
	8570		@	pyruvate formate lyase family protein	pyruvate formate-lyase family protein
	8571			pyruvate formate lyase I	pyruvate formate lyase I
	8572			pyruvate formate lyase II	pyruvate formate lyase II
